,Stn_Name,Lat,Long,Prov,Tm,DwTm,D,Tx,DwTx,Tn,DwTn,S,DwS,S%N,P,DwP,P%N,S_G,Pd,BS,DwBS,BS%,HDD,CDD,Stn_No,xm,ym,Clus_Db
950,DANVILLE,45.817,-71.983,QC,-16.8,5.0,,-2.5,4.0,-33.0,1.0,22.0,4.0,,22.0,4.0,,40.0,7.0,,,,801.5,0.0,7021954,7563141.76422116,884138.5455153333,5
951,DRUMMONDVILLE,45.883,-72.483,QC,-16.2,13.0,-7.9,-3.5,8.0,-31.0,10.0,55.0,0.0,105.0,55.0,0.0,76.0,30.0,13.0,,,,513.6,0.0,7022160,7507544.327078818,894674.7261239644,5
952,FARNHAM,45.3,-72.9,QC,-15.2,9.0,-6.9,-1.5,4.0,-30.2,5.0,62.5,0.0,145.0,62.5,0.0,97.0,88.0,14.0,,,,631.3,0.0,7022320,7461176.064502107,802033.5202287417,5
953,FLEURY,45.8,-73.0,QC,-15.8,8.0,-7.0,-3.0,4.0,-29.0,4.0,14.5,6.0,,14.5,6.0,,50.0,4.0,,,,675.5,0.0,7022375,7450056.577073639,881426.7039190289,5
954,FORTIERVILLE,46.483,-72.05,QC,-17.5,2.0,-7.1,-4.5,1.0,-30.6,1.0,32.0,0.0,64.0,32.0,0.0,49.0,45.0,8.0,,,,923.5,0.0,7022494,7555691.707644086,991038.1099243294,5
955,FRELIGHSBURG,45.033,-72.85,QC,-14.6,0.0,,-2.0,0.0,-25.7,0.0,,,,51.6,0.0,,45.0,11.0,,,,912.6,0.0,7022579,7466735.808216342,759924.2283588173,5
956,GEORGEVILLE,45.133,-72.233,QC,-15.4,8.0,-7.1,-1.5,7.0,-30.5,7.0,35.0,2.0,,35.0,2.0,,35.0,8.0,,,,667.4,0.0,7022720,7535343.0456499895,775672.3939729258,5
957,GRANBY,45.383,-72.717,QC,-14.5,10.0,-6.7,-3.0,5.0,-26.0,5.0,64.2,0.0,125.0,64.2,0.0,88.0,37.0,12.0,,,,584.9,0.0,7022800,7481524.726496204,815164.0421576155,5
958,HEMMINGFORD FOUR WINDS,45.067,-73.717,QC,-15.0,9.0,-7.5,-1.5,5.0,-31.0,7.0,32.0,2.0,,32.0,2.0,,30.0,8.0,,,,627.0,0.0,7023075,7370329.852211523,765275.5126837809,5
959,IBERVILLE,45.333,-73.25,QC,-15.5,27.0,-7.6,-7.0,24.0,-29.0,23.0,15.6,4.0,,15.6,4.0,,40.0,5.0,,,,33.5,0.0,7023270,7422257.858502469,807251.7843111893,-1
960,VARENNES,45.723,-73.377,QC,-16.0,0.0,,-3.3,0.0,-28.4,0.0,,,,,,,,,,,,950.8,0.0,702327X,7408136.109468315,869154.0053842925,5
961,LAC MEGANTIC 2,45.6,-70.867,QC,-8.0,27.0,1.6,-4.5,12.0,-25.0,25.0,16.0,11.0,,16.0,11.0,,52.0,2.0,,,,26.0,0.0,7023677,7687235.243922863,849584.6032034568,-1
962,LAPRAIRIE,45.383,-73.433,QC,-16.7,13.0,,-3.5,10.0,-30.0,7.0,36.2,5.0,,36.2,5.0,,,8.0,,,,520.2,0.0,7024100,7401909.196508371,815164.0421576155,5
963,LAURIERVILLE,46.333,-71.667,QC,-16.8,17.0,-7.0,-5.0,6.0,-28.0,16.0,26.2,3.0,,26.2,3.0,,30.0,6.0,,,,382.8,0.0,7024250,7598279.344495119,966848.4061437706,5
964,LAUZON,46.817,-71.1,QC,-19.0,16.0,-9.2,-5.0,8.0,-29.5,12.0,46.5,0.0,74.0,46.5,0.0,63.0,24.0,7.0,,,,444.4,0.0,7024254,7661326.838214534,1045141.2286551204,5
965,LENNOXVILLE,45.369,-71.824,QC,-16.4,0.0,,-2.2,0.0,-32.7,0.0,,,,32.6,0.0,,25.0,14.0,,,,962.2,0.0,7024280,7580821.749232424,812947.9050737191,5
966,LINGWICK,45.633,-71.367,QC,-16.8,7.0,,-2.0,2.0,-34.5,7.0,70.0,1.0,,70.0,1.0,,44.0,14.0,,,,730.2,0.0,7024320,7631637.806780523,854830.7127998061,5
967,MAGOG,45.267,-72.117,QC,-14.2,6.0,-5.9,-2.5,5.0,-28.0,3.0,27.5,1.0,,27.5,1.0,,35.0,7.0,,,,707.4,0.0,7024440,7548241.651067012,796818.292407006,5
968,MARIEVILLE,45.4,-73.133,QC,-15.2,9.0,-6.8,-3.0,6.0,-27.0,7.0,46.5,3.0,,46.5,3.0,,43.0,10.0,,,,631.1,0.0,7024627,7435267.658793777,817855.8036799608,5
969,MCTAVISH,45.506,-73.579,QC,-14.2,0.0,,-3.4,0.0,-23.9,0.0,,,,,,,,,,,,902.5,0.0,7024745,7385674.74486281,834658.0285849357,5
970,MILAN,45.583,-71.117,QC,-16.5,3.0,-6.5,-3.5,2.0,-29.0,1.0,41.0,2.0,,41.0,2.0,,70.0,8.0,,,,863.2,0.0,7024920,7659436.525351693,846883.2660465203,5
971,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,45.467,-73.75,QC,-15.2,0.0,-7.5,-3.6,0.0,-25.4,0.0,61.0,0.0,148.0,47.8,0.0,76.0,15.0,11.0,,,,929.3,0.0,7025250,7366660.421360129,828472.4049014607,5
972,MONTREAL INTL A,45.471,-73.741,QC,-15.2,0.0,,-3.6,0.0,-25.4,0.0,48.6,0.0,,47.8,0.0,,15.0,11.0,,,,929.3,0.0,7025251,7367661.175228691,829106.6308045676,5
973,NICOLET,46.2,-72.617,QC,-17.8,8.0,-7.9,-5.0,1.0,-36.0,7.0,38.4,0.0,110.0,38.4,0.0,85.0,55.0,8.0,,,,716.9,0.0,7025440,7492644.2139246715,945455.6361958515,5
974,NICOLET,46.226,-72.657,QC,-17.3,0.0,,-4.4,0.0,-32.3,0.0,,,,28.3,0.0,,,10.0,,,,989.5,0.0,7025442,7488196.418953286,949633.6028172253,5
975,NOTRE DAME DES BOIS,45.4,-71.083,QC,-16.5,3.0,-7.3,-4.5,1.0,-29.0,3.0,76.0,1.0,,76.0,1.0,,42.0,15.0,,,,862.6,0.0,7025670,7663217.151077373,817855.8036799608,5
976,ORMSTOWN,45.117,-74.05,QC,-15.6,1.0,-8.0,-1.5,1.0,-30.5,0.0,55.0,0.0,161.0,55.0,0.0,99.0,28.0,13.0,,,,907.4,0.0,7025745,7333301.959074724,773150.8339727418,5
977,PIERREVILLE,46.083,-72.833,QC,-17.1,4.0,-7.7,-2.5,3.0,-34.0,2.0,33.5,2.0,,33.5,2.0,,37.0,9.0,,,,841.7,0.0,7026043,7468626.121079181,926679.2069793632,5
978,RICHMOND,45.633,-72.133,QC,-16.4,1.0,,-3.0,1.0,-34.0,0.0,53.0,1.0,,53.0,1.0,,,11.0,,,,929.4,0.0,7026465,7546462.533078458,854830.7127998061,5
979,RIVIERE DES PRAIRIES,45.7,-73.5,QC,-15.8,7.0,-7.2,-3.0,7.0,-30.0,2.0,29.1,0.0,90.0,29.1,0.0,56.0,,9.0,,,,710.1,0.0,7026612,7394459.139931299,865491.4161010617,5
980,SABREVOIS,45.217,-73.2,QC,-14.7,3.0,-7.2,-1.0,2.0,-27.0,1.0,33.6,0.0,94.0,33.6,0.0,62.0,20.0,10.0,,,,817.5,0.0,7026734,7427817.602216703,788922.205677567,5
981,ST ANICET,45.133,-74.35,QC,-15.7,4.0,-8.2,-2.0,3.0,-29.0,1.0,49.5,1.0,,49.5,1.0,,60.0,12.0,,,,809.1,0.0,7026836,7299943.49678932,775672.3939729258,5
982,ST BERNARD DE LACOLLE,45.083,-73.383,QC,-14.6,3.0,-7.7,-1.0,2.0,-28.0,2.0,38.5,1.0,,38.5,1.0,,21.0,11.0,,,,816.2,0.0,7026916,7407468.940222607,767794.8654794451,5
983,STE-CLOTHILDE,45.167,-73.679,QC,-16.2,0.0,,-2.3,0.0,-33.1,0.0,,,,207.2,0.0,,,14.0,,,,956.4,0.0,7027039,7374555.25743434,781033.0589281339,5
984,ST COME DE LINIERE,46.05,-70.517,QC,-17.1,16.0,-7.0,-3.0,6.0,-35.0,11.0,22.0,1.0,,22.0,1.0,,20.0,5.0,,,,421.0,0.0,7027083,7726153.449922503,921390.4936000397,5
985,ST EPHREM,46.067,-70.967,QC,-16.3,4.0,-6.2,-4.5,3.0,-31.0,2.0,43.2,0.0,90.0,43.2,0.0,65.0,60.0,12.0,,,,822.7,0.0,7027200,7676115.756494396,924114.5874645319,5
986,ST FLAVIEN,46.483,-71.567,QC,-17.7,0.0,-7.2,-4.0,0.0,-34.0,0.0,51.0,0.0,95.0,51.0,0.0,75.0,42.0,13.0,,,,998.8,0.0,7027259,7609398.831923588,991038.1099243294,5
987,STE GENEVIEVE,45.5,-73.85,QC,-14.5,5.0,-6.8,-3.5,2.0,-27.0,4.0,53.4,0.0,133.0,53.4,0.0,76.0,30.0,11.0,,,,747.5,0.0,7027280,7355540.933931661,833706.1153610507,5
988,ST GEORGES,46.15,-70.7,QC,-16.4,2.0,-6.4,-2.5,0.0,-33.5,2.0,17.4,0.0,49.0,17.4,0.0,37.0,32.0,5.0,,,,893.7,0.0,7027283,7705804.787928405,937426.6380611388,5
989,ST GUILLAUME,45.883,-72.767,QC,-18.7,6.0,-9.5,-4.0,3.0,-32.0,6.0,63.0,2.0,,63.0,2.0,,85.0,12.0,,,,807.2,0.0,7027302,7475964.98278197,894674.7261239644,5
990,MONTREAL/ST-HUBERT,45.518,-73.417,QC,-15.3,0.0,,-3.4,0.0,-25.3,0.0,,,,18.1,0.0,,,7.0,,,,932.8,0.0,7027329,7403688.314496927,836562.1594626484,5
991,ST HYACINTHE 2,45.567,-72.917,QC,-16.0,3.0,-7.5,-2.5,3.0,-30.0,3.0,50.9,0.0,136.0,50.9,0.0,83.0,37.0,10.0,,,,850.9,0.0,7027361,7459285.751639267,844341.5781977624,5
992,SAINT-GERMAIN-DE-GRANTHAM,45.825,-72.537,QC,-18.3,1.0,,-4.1,0.0,-36.8,1.0,,,,15.8,4.0,,35.0,6.0,,,,978.8,0.0,7027470,7501539.803867445,885414.9927353524,5
993,ST LUDGER,45.75,-70.683,QC,-16.5,4.0,-7.0,-1.7,4.0,-33.6,1.0,39.9,1.0,,39.9,1.0,,43.0,13.0,,,,828.1,0.0,7027516,7707695.100791245,873455.4912402434,5
994,STE MADELEINE,45.617,-73.133,QC,-17.3,16.0,-8.6,-3.0,2.0,-28.0,16.0,46.6,2.0,,46.6,2.0,,30.0,9.0,,,,423.5,0.0,7027517,7435267.658793777,852286.7589522144,5
995,ST MALO D AUCKLAND,45.2,-71.5,QC,-16.1,2.0,-6.9,-3.5,0.0,-31.5,2.0,52.7,0.0,77.0,52.7,0.0,61.0,70.0,13.0,,,,886.2,0.0,7027520,7616848.888500661,786239.1180296289,5
996,STE MARTINE,45.217,-73.85,QC,-15.4,10.0,-7.5,-3.5,10.0,-26.5,7.0,43.5,5.0,,43.5,5.0,,30.0,10.0,,,,600.4,0.0,7027540,7355540.933931661,788922.205677567,5
997,ST NAZAIRE,45.733,-72.617,QC,-17.1,11.0,-8.3,-3.0,9.0,-31.0,8.0,55.0,2.0,,55.0,2.0,,76.0,11.0,,,,596.6,0.0,7027588,7492644.2139246715,870746.90580568,5
998,ST PIERRE DE BROUGHTON,46.25,-71.217,QC,-17.1,8.0,-7.3,-5.0,6.0,-32.5,4.0,46.2,1.0,,46.2,1.0,,,13.0,,,,702.9,0.0,7027656,7648317.037923226,953491.9440974789,5
999,ST PROSPER,46.217,-70.5,QC,-17.2,13.0,-6.4,-2.5,6.0,-33.5,9.0,15.6,2.0,,15.6,2.0,,42.0,5.0,,,,528.2,0.0,7027660,7728043.762785342,948187.1597529771,5
1000,ST SEBASTIEN,45.767,-70.95,QC,-19.4,14.0,-9.5,-4.0,8.0,-30.0,7.0,58.0,0.0,94.0,58.0,0.0,76.0,,10.0,,,,523.8,0.0,7027725,7678006.069357235,876164.9017738616,5
1001,ST SEVERIN,46.333,-71.05,QC,-16.1,12.0,-5.9,-5.0,4.0,-25.5,10.0,19.5,3.0,,19.5,3.0,,18.0,6.0,,,,546.2,0.0,7027733,7666886.581928767,966848.4061437706,5
1002,ST THEOPHILE,45.933,-70.483,QC,-15.3,16.0,-5.8,-4.5,11.0,-28.0,14.0,31.5,2.0,,31.5,2.0,,20.0,9.0,,,,399.5,0.0,7027750,7729934.075648181,902665.0167598426,5
1003,ST WENCESLAS,46.167,-72.333,QC,-17.4,12.0,-7.5,-4.5,9.0,-32.5,8.0,38.5,2.0,,38.5,2.0,,30.0,9.0,,,,566.6,0.0,7027783,7524223.558221522,940155.6784761753,5
1004,SAWYERVILLE NORD,45.367,-71.533,QC,-17.0,11.0,-8.8,-3.0,9.0,-34.2,5.0,56.6,6.0,,56.6,6.0,,,12.0,,,,595.3,0.0,7027802,7613179.457649266,812631.3588431319,5
1005,SCOTT,46.5,-71.083,QC,-17.2,8.0,-7.3,-4.0,5.0,-31.5,5.0,44.4,2.0,,44.4,2.0,,28.0,10.0,,,,703.8,0.0,7027840,7663217.151077373,993783.8132341877,5
1006,SHERBROOKE,45.439,-71.691,QC,-17.5,6.0,,-3.2,6.0,-31.1,6.0,,,,8.4,6.0,,,3.0,,,,780.5,0.0,7028123,7595610.667512286,824034.0831458718,5
1007,SOREL,46.033,-73.117,QC,-15.7,0.0,-7.2,-3.0,0.0,-29.0,0.0,46.8,4.0,,46.8,4.0,,53.0,10.0,,,,943.2,0.0,7028200,7437046.776782331,918667.2380420472,5
1008,SUTTON,45.067,-72.683,QC,-15.2,0.0,-7.9,-2.0,0.0,-28.0,0.0,54.9,0.0,99.0,54.9,0.0,69.0,46.0,13.0,,,,929.7,0.0,7028292,7485305.352221882,765275.5126837809,5
1009,THETFORD MINES,46.1,-71.35,QC,-16.5,0.0,-7.0,-5.0,0.0,-29.0,0.0,70.0,0.0,99.0,70.0,0.0,81.0,76.0,14.0,,,,966.0,0.0,7028441,7633528.119643364,929404.9303042721,5
1010,THETFORD MINES RCS,46.049,-71.266,QC,-18.0,0.0,,-5.6,0.0,-31.0,0.0,,,,67.1,10.0,,,8.0,,,,1007.9,0.0,7028442,7642868.489083275,921230.2788982969,5
1011,VALLEE JONCTION,46.383,-70.933,QC,-16.5,15.0,-6.9,-2.0,9.0,-33.0,11.0,41.4,0.0,141.0,41.4,0.0,84.0,50.0,9.0,,,,449.1,0.0,7028676,7679896.382220075,974904.252893514,5
1012,VERCHERES,45.767,-73.367,QC,-9.8,27.0,-1.9,-1.0,26.0,-23.0,13.0,42.5,0.0,112.0,42.5,0.0,75.0,38.0,8.0,,,,27.8,0.0,7028700,7409248.058211161,876164.9017738616,-1
1013,BEAUCEVILLE,46.205,-70.785,QC,-16.8,0.0,,-3.9,0.0,-29.5,0.0,,,,33.0,0.0,,,13.0,,,,974.6,0.0,7028754,7696353.223614208,946258.9377260283,5
1014,STE-ANNE-DE-BELLEVUE 1,45.427,-73.929,QC,-15.8,0.0,,-3.4,0.0,-27.5,0.0,,,,24.8,0.0,,,7.0,,,,947.2,0.0,702FHL8,7346756.53886317,822132.6194974557,5
1015,ST-ANICET 1,45.121,-74.289,QC,-16.6,0.0,,-1.4,0.0,-31.5,0.0,,,,44.3,0.0,,,14.0,,,,968.7,0.0,702FQLF,7306726.384120685,773781.1576744644,5
1016,ST CAMILLE WOLFE,45.667,-71.733,QC,-17.3,13.0,-7.4,-4.0,8.0,-35.0,8.0,50.0,5.0,,50.0,5.0,,,9.0,,,,529.7,0.0,702FR30,7590940.48279233,860239.0273073446,5
1017,L'ACADIE,45.294,-73.349,QC,-15.8,0.0,,-3.2,0.0,-27.9,0.0,,,,34.3,0.0,,,12.0,,,,947.6,0.0,702LED4,7411249.565948285,801085.0713051055,5
1018,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,45.468,-73.742,QC,-14.9,0.0,,-3.3,0.0,-24.0,0.0,,,,21.0,0.0,,23.0,7.0,,,,920.6,0.0,702S006,7367549.980354405,828630.9571577944,5
1019,ANGERS,45.55,-75.55,QC,-17.6,11.0,-8.0,-4.0,7.0,-31.5,7.0,41.0,1.0,,41.0,1.0,,55.0,12.0,,,,604.8,0.0,7030170,7166509.647647702,841641.8279788801,5
1020,ARUNDEL,45.95,-74.617,QC,-15.5,25.0,-5.5,-4.5,23.0,-35.0,23.0,16.8,18.0,,16.8,18.0,,45.0,3.0,,,,100.4,0.0,7030310,7270254.465355309,905383.3563661603,5
1021,CHARTERIS,45.683,-76.433,QC,-18.1,0.0,,-3.5,0.0,-34.5,0.0,32.4,6.0,,32.4,6.0,,32.0,8.0,,,,1011.2,0.0,7031315,7068324.573654328,862785.2531385934,5
1022,CHELSEA,45.517,-75.783,QC,-18.7,26.0,-9.8,-4.0,18.0,-29.0,26.0,25.3,15.0,,25.3,15.0,,,5.0,,,,73.3,0.0,7031360,7140601.241939371,836403.4663815005,5
1023,HIGH FALLS,45.839,-75.648,QC,-18.1,0.0,,-4.1,0.0,-31.0,0.0,,,,1.1,25.0,,,1.0,,,,1009.8,0.0,7033121,7155612.549967804,887649.21683574,5
1024,LACHUTE,45.65,-74.333,QC,-16.7,7.0,-8.2,-4.2,3.0,-30.8,5.0,44.0,1.0,,44.0,1.0,,40.0,11.0,,,,729.6,0.0,7033650,7301833.809652159,857534.459676655,5
1025,LA MACAZA,46.367,-74.767,QC,-18.0,15.0,-7.0,-3.0,4.0,-36.0,12.0,28.8,0.0,74.0,28.8,0.0,53.0,50.0,10.0,,,,468.5,0.0,7033939,7253575.234212608,972325.5797911175,5
1026,LUSKVILLE,45.533,-76.05,QC,-17.2,9.0,-7.6,-4.0,9.0,-35.5,0.0,60.5,0.0,155.0,60.5,0.0,103.0,40.0,15.0,,,,667.9,0.0,7034365,7110912.210505362,838942.8941968232,5
1027,MANIWAKI AIRPORT,46.275,-75.992,QC,-18.4,0.0,,-4.9,0.0,-33.2,0.0,,,,27.0,0.0,,28.0,9.0,,,,1018.4,0.0,7034482,7117361.513213873,957512.8452875027,5
1028,MONTEBELLO (SEDBERGH),45.7,-74.933,QC,-17.8,11.0,-9.0,-3.0,5.0,-34.0,9.0,47.0,3.0,,47.0,3.0,,38.0,9.0,,,,608.5,0.0,7035110,7235116.88508135,865491.4161010617,5
1029,NOTRE DAME DE LA PAIX,45.8,-74.983,QC,-15.8,17.0,-5.7,-4.0,9.0,-34.0,10.0,43.0,0.0,103.0,43.0,0.0,76.0,64.0,11.0,,,,371.5,0.0,7035666,7229557.141367116,881426.7039190289,5
1030,STE ANNE DU LAC,46.85,-75.333,QC,-21.6,19.0,-9.3,-4.0,16.0,-38.0,16.0,16.0,6.0,,16.0,6.0,,,6.0,,,,356.3,0.0,7036855,7190638.935367478,1050504.9468305996,5
1031,ST HIPPOLYTE,45.983,-74.0,QC,-17.4,11.0,-7.0,-5.0,8.0,-33.0,6.0,39.2,2.0,,39.2,2.0,,74.0,12.0,,,,601.3,0.0,7037310,7338861.702788958,910662.5143611841,5
1032,ST JEROME,45.8,-74.05,QC,-15.5,11.0,-6.5,-5.0,7.0,-31.0,8.0,42.0,1.0,,42.0,1.0,,18.0,14.0,,,,568.9,0.0,7037400,7333301.959074724,881426.7039190289,5
1033,WRIGHT,46.067,-76.05,QC,-19.0,2.0,-8.7,-4.0,1.0,-36.5,2.0,45.0,0.0,112.0,45.0,0.0,83.0,41.0,12.0,,,,963.1,0.0,7038975,7110912.210505362,924114.5874645319,5
1034,ST-JOVITE,46.08,-74.556,QC,-18.7,0.0,,-3.5,0.0,-34.7,0.0,,,,28.0,0.0,,,11.0,,,,1027.6,0.0,703GDKB,7277037.352686675,926198.2841763347,5
1035,BAIE-COMEAU A,49.133,-68.2,QC,-17.6,0.0,,-5.6,0.0,-31.6,0.0,,,,13.5,0.0,,23.0,7.0,,,,995.9,0.0,7040442,7983791.9736401085,1429914.1269772733,5
1036,BAIE-COMEAU,49.133,-68.204,QC,-17.4,0.0,,-5.6,0.0,-31.3,0.0,,,,0.0,1.0,,,0.0,,,,989.8,0.0,7040444,7983347.194142971,1429914.1269772733,5
1037,LOURDES DE BLANC SABLON A,51.442,-57.186,QC,-14.5,0.0,,0.6,0.0,-29.3,0.0,199.0,2.0,,77.4,4.0,,145.0,10.0,,,,910.1,0.0,7040815,9208492.319011586,1831858.7324779658,-1
1038,CAPE WHITTLE,50.163,-60.062,QC,-14.0,0.0,,-1.2,0.0,-26.8,0.0,,,,,,,,,,,,895.1,0.0,7041100,8888695.860568844,1606809.5328040347,-1
1039,CAP-ROUGE,48.374,-70.535,QC,-19.3,0.0,,-2.3,0.0,-33.2,0.0,,,,,,,,,,,,1045.0,0.0,7041166,7724151.942185379,1301900.8607022827,-1
1040,CHARLEVOIX (MRC),47.284,-70.638,QC,-20.8,0.0,,-8.0,0.0,-32.7,0.0,,,,30.5,0.0,,107.0,5.0,,,,1086.4,0.0,7041312,7712698.870134056,1121354.945671211,-1
1041,CHATEAU RICHER,46.967,-71.033,QC,-16.4,0.0,-7.2,-4.0,0.0,-30.0,0.0,36.0,0.0,67.0,36.0,0.0,52.0,67.0,8.0,,,,964.5,0.0,7041330,7668776.894791607,1069548.3686310472,5
1042,CHEVERY,50.465,-59.639,QC,-16.8,0.0,,0.4,0.0,-37.8,0.0,,,,37.9,24.0,,69.0,2.0,,,,974.5,0.0,7041382,8935731.292391263,1659396.545245191,-1
1043,CAP-TOURMENTE,47.079,-70.781,QC,-15.6,0.0,,-4.0,0.0,-27.8,0.0,,,,25.7,0.0,,,12.0,,,,941.7,0.0,7041JG6,7696798.003111346,1087817.0296628494,5
1044,FORET MONTMORENCY RCS,47.323,-71.148,QC,-21.4,0.0,,-7.9,0.0,-36.6,0.0,,,,62.3,0.0,,70.0,21.0,,,,1104.1,0.0,7042395,7655989.484248869,1127750.0288281403,-1
1045,GODBOUT,49.317,-67.617,QC,-17.1,3.0,-4.4,-4.0,2.0,-32.0,2.0,54.4,1.0,,54.4,1.0,,66.0,9.0,,,,877.2,0.0,7042749,8048618.585348077,1461241.940557273,5
1046,GRANDES BERGERONNES,48.25,-69.517,QC,-16.7,7.0,-6.4,-4.5,6.0,-30.0,1.0,20.0,0.0,36.0,20.0,0.0,32.0,,7.0,,,,729.7,0.0,7042840,7837348.324207184,1281169.0705213565,5
1047,HAVRE ST. PIERRE,50.282,-63.611,QC,-18.4,6.0,,-3.3,6.0,-34.2,4.0,,,,8.8,6.0,,,2.0,,,,801.0,0.0,7043019,8494065.251732511,1627491.0503846798,-1
1048,ILE AUX PERROQUETS,50.221,-64.207,QC,-14.5,0.0,,-3.0,0.0,-25.6,0.0,,,,,,,,,,,,909.5,0.0,7043B79,8427793.10665884,1616883.154905132,-1
1049,ILE ROUGE,48.069,-69.556,QC,-14.0,0.0,,-3.9,0.0,-24.9,0.0,,,,,,,,,,,,895.6,0.0,7043BP9,7833011.724110082,1250997.3856169954,-1
1050,NATASHQUAN,50.19,-61.789,QC,-17.4,0.0,,-1.3,0.0,-38.1,0.0,,,,50.1,0.0,,,6.0,,,,992.1,0.0,7045398,8696662.3126792,1611497.4554232499,-1
1051,NATASHQUAN A,50.19,-61.811,QC,-17.5,0.0,,-1.3,0.0,-38.8,0.0,,,,25.1,3.0,,4.0,8.0,,,,993.5,0.0,7045401,8694216.025444936,1611497.4554232499,-1
1052,POINTE DE L'ISLET,48.136,-69.716,QC,-12.3,0.0,,-2.1,0.0,-21.2,0.0,,,,,,,,,,,,847.5,0.0,7046059,7815220.544224532,1262153.5059895217,-1
1053,POINTE CLAVEAU,48.26,-70.114,QC,-17.9,0.0,,-3.6,0.0,-28.9,0.0,,,,,,,,,,,,1006.3,0.0,704607C,7770964.984259228,1282839.123233294,5
1054,STE ROSE DU NORD,48.4,-70.533,QC,-20.1,1.0,-6.9,-4.5,0.0,-36.0,1.0,15.0,0.0,24.0,15.0,0.0,21.0,78.0,6.0,,,,1028.9,0.0,7047722,7724374.331933947,1306254.2484720182,5
1055,SEPT-ILES,50.217,-66.25,QC,-17.9,3.0,,-4.4,2.0,-35.8,3.0,,,,27.3,6.0,,41.0,9.0,,,,896.9,0.0,7047914,8200621.978495237,1616188.0293334313,-1
1056,LAC EON,51.867,-63.284,QC,-24.3,0.0,,-8.0,0.0,-40.5,0.0,,,,0.0,8.0,,,0.0,,,,1184.9,0.0,704C64L,8530425.975623602,1908032.3628702816,-1
1057,POINTE-DES-MONTS,49.317,-67.381,QC,-16.2,0.0,,-4.1,0.0,-28.8,0.0,,,,38.0,0.0,,,10.0,,,,957.7,0.0,704F0PN,8074860.575679262,1461241.940557273,5
1058,RIVIERE AU TONNERRE,50.283,-64.783,QC,-15.2,13.0,-3.6,-3.0,8.0,-30.5,8.0,67.8,1.0,,67.8,1.0,,32.0,8.0,,,,498.5,0.0,704FEG0,8363744.8590708645,1627665.0635133805,-1
1059,POINTE NOIRE CS,50.163,-66.434,QC,-16.1,0.0,,-3.9,0.0,-28.1,0.0,,,,,,,,,,,,955.3,0.0,704Q003,8180162.121626856,1606809.5328040347,5
1060,BAIE-COMEAU,49.259,-68.146,QC,-17.3,0.0,,-4.3,0.0,-30.1,0.0,,,,25.3,0.0,,,9.0,,,,988.9,0.0,704S001,7989796.4968514815,1451354.270484047,5
1061,AMQUI,48.472,-67.435,QC,-18.6,0.0,,-5.1,0.0,-35.3,0.0,,,,27.3,0.0,,,11.0,,,,1024.0,0.0,7050145,8068856.052467889,1318321.4090451896,-1
1062,CAP-D'ESPOIR,48.419,-64.317,QC,-13.5,0.0,,-2.8,0.0,-23.5,0.0,,,,171.7,0.0,,,15.0,,,,883.3,0.0,7051050,8415561.670487527,1309436.9776063953,-1
1063,CAP DES ROSIERS,48.85,-64.2,QC,-16.3,13.0,-7.1,-2.0,7.0,-30.0,8.0,96.0,2.0,,96.0,2.0,,100.0,8.0,,,,515.0,0.0,7051055,8428571.470778832,1381956.7092713881,-1
1064,CAP-MADELEINE,49.251,-65.325,QC,-15.2,0.0,,-4.3,0.0,-26.7,0.0,,,,54.0,3.0,,,8.0,,,,928.6,0.0,7051163,8303477.237208567,1449991.3661404392,5
1065,CAUSAPSCAL,48.367,-67.233,QC,-18.4,4.0,-6.1,-4.0,2.0,-36.5,3.0,23.4,2.0,,23.4,2.0,,60.0,5.0,,,,874.6,0.0,7051200,8091317.417073395,1300729.1746218558,-1
1066,GASPE A,48.775,-64.48,QC,-16.1,0.0,,-3.0,0.0,-31.6,0.0,123.2,1.0,,84.6,0.0,,65.0,13.0,,,,953.5,0.0,7052601,8397436.905979123,1369292.6281633666,-1
1067,HEATH POINT,49.085,-61.701,QC,-13.3,0.0,,-1.0,0.0,-27.1,0.0,,,,32.7,5.0,,,6.0,,,,875.8,0.0,7053038,8706447.461616252,1421760.7897617947,-1
1068,ILES DE LA MADELEINE A,47.425,-61.778,QC,-11.2,0.0,,1.7,0.0,-21.2,0.0,,,,,,,77.0,,,,,816.5,0.0,7053250,8697885.456296332,1144497.984970428,-1
1069,LAC HUMQUI,48.283,-67.567,QC,-18.4,10.0,-6.0,-5.5,9.0,-39.0,5.0,40.6,0.0,56.0,40.6,0.0,50.0,75.0,6.0,,,,655.5,0.0,7053649,8054178.329062313,1286681.4846730381,-1
1070,ILES DE LA MADELEINE,47.425,-61.775,QC,-11.0,0.0,,1.0,0.0,-21.1,0.0,,,,98.3,0.0,,,11.0,,,,811.0,0.0,7053KGR,8698219.040919185,1144497.984970428,-1
1071,LA POCATIERE,47.356,-70.032,QC,-16.8,0.0,,-5.0,0.0,-29.6,0.0,,,,15.9,0.0,,9.0,7.0,,,,973.0,0.0,7054096,7780082.9639505735,1133164.9414857952,5
1072,MONT JOLI A,48.609,-68.208,QC,-16.7,0.0,,-5.6,0.0,-29.2,0.0,40.2,0.0,,37.8,0.0,,37.0,10.0,,,,970.5,0.0,7055121,7982902.414645831,1341329.9120090706,5
